Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
1st (67),2:42,9,-2,6,20,14,0,8,12,4,0,0,13,9,4,no,8,2,0,1,2,5,4,0
2nd (67),5:21,0,-6,4,3,4,62,0,0,1,1,7,12,10,0,yes,7,1,11,0,0,1,1,2
3rd (54),4:55,13,-1,4,3,20,0,7,8,2,0,1,8,12,6,yes,4,4,0,1,3,3,3,2
4th (49),3:47,13,-2,5,10,8,1,0,14,3,0,3,9,11,11,no,12,2,1,2,5,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),6:36,17,0,3,3,12,0,5,17,2,0,0,13,11,8,yes,6,2,0,2,4,3,5,0
2nd (51),5:17,15,-1,5,10,10,0,7,5,3,0,1,12,12,8,yes,5,2,0,1,4,3,3,2
3rd (49),3:53,3,-4,7,10,18,0,7,8,3,0,1,10,11,6,yes,3,3,0,1,3,4,2,2
4th (49),5:30,0,-6,5,3,8,31,0,8,3,2,1,13,14,0,no,9,2,6,1,0,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),4:53,5,-4,2,3,14,48,0,0,3,1,5,20,11,3,no,9,3,8,0,1,1,1,2
2nd (63),3:32,17,0,5,10,12,2,7,10,3,0,3,7,11,8,yes,6,2,2,1,4,4,2,0
3rd (54),2:28,3,-4,5,5,11,0,6,28,3,1,0,16,21,2,no,10,2,0,3,1,1,6,1
4th (50),2:59,9,-2,2,20,17,0,4,0,4,0,0,6,6,4,no,8,4,0,0,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:03,17,-1,4,7,15,0,4,20,2,0,2,9,6,8,no,11,3,0,2,3,4,4,0
2nd (53),2:33,9,-3,7,10,27,0,3,0,3,1,0,9,20,6,yes,6,5,0,0,3,2,4,0
3rd (52),4:17,0,-6,4,10,6,38,0,0,3,0,4,14,14,2,yes,7,1,8,0,1,1,2,3
4th (40),3:13,10,-2,1,8,0,16,0,7,2,2,3,12,4,7,no,8,0,4,1,4,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),2:45,0,-4,1,3,6,55,0,0,2,1,7,8,2,1,yes,2,1,9,0,1,3,1,0
2nd (60),4:12,17,0,1,10,22,0,0,10,3,0,1,5,9,5,yes,7,5,0,1,3,1,3,3
3rd (57),5:27,17,0,10,10,8,0,4,8,3,2,2,8,15,5,no,12,2,0,1,3,3,4,0
4th (49),4:36,0,-6,11,20,13,0,11,0,4,1,1,16,11,0,no,8,3,0,0,0,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),2:53,11,-3,9,10,5,28,3,0,3,0,6,12,15,4,no,12,1,7,0,2,2,1,2
2nd (51),3:57,8,-1,2,10,13,0,5,14,3,0,3,10,8,5,yes,4,3,0,2,2,5,3,0
3rd (50),3:57,11,-1,2,20,18,0,0,0,4,1,1,11,16,9,no,8,4,0,0,4,1,4,0
4th (44),3:21,1,-4,1,10,2,26,4,4,3,0,0,12,6,1,yes,2,1,4,2,1,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),4:45,18,0,5,10,15,0,7,0,3,1,2,4,10,7,yes,6,3,0,0,4,2,3,2
2nd (52),6:39,4,-4,3,10,8,25,0,6,3,0,2,10,10,3,yes,4,1,4,2,1,3,2,2
3rd (47),5:44,5,-2,2,5,24,2,3,8,3,1,2,8,6,5,no,10,5,2,0,2,1,3,1
4th (44),2:54,0,-3,3,15,8,0,9,12,3,0,3,6,2,5,yes,1,2,0,2,2,6,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:44,14,-1,5,10,13,0,8,9,3,0,1,4,6,6,yes,4,3,0,1,2,3,4,2
2nd (50),4:18,0,-5,1,20,20,0,4,10,4,0,3,9,4,1,no,8,5,0,2,1,3,3,0
3rd (44),4:03,3,-4,7,10,12,0,9,7,3,0,2,7,8,4,yes,7,2,0,1,2,5,4,2
4th (44),3:03,15,0,5,10,13,1,0,0,3,1,0,8,10,10,yes,3,2,1,0,5,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:39,17,0,11,3,13,10,5,0,2,0,1,4,22,9,no,14,3,3,0,4,2,5,1
2nd (52),3:09,6,-2,4,10,19,0,8,7,3,0,3,12,7,4,yes,5,4,0,1,2,6,1,1
3rd (51),3:10,3,-5,1,20,13,10,0,9,4,0,2,13,8,2,no,8,3,3,1,1,2,3,1
4th (48),4:04,5,-2,2,10,18,4,3,8,3,0,1,16,8,7,yes,6,4,2,1,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),3:02,18,0,3,7,19,0,3,12,3,0,0,8,14,6,no,13,4,0,2,4,2,3,0
2nd (55),5:14,17,0,13,7,13,0,5,0,2,2,0,5,18,6,no,11,3,0,0,2,3,5,1
3rd (54),4:56,0,-6,0,3,12,26,5,14,3,0,2,18,8,0,no,14,3,6,2,0,5,1,1
4th (40),3:04,0,-5,4,13,19,0,4,5,3,3,0,14,5,1,no,8,4,0,1,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:49,18,0,3,7,23,0,3,12,3,0,1,6,11,7,no,13,5,0,2,4,1,3,0
2nd (61),4:20,16,-1,2,3,14,13,4,10,3,1,1,12,11,7,no,14,3,4,1,3,1,4,1
3rd (41),4:29,1,-5,5,5,19,0,3,13,3,0,1,13,6,6,no,10,4,0,1,3,3,3,1
4th (41),3:09,0,-5,1,10,0,31,0,4,3,0,5,9,12,6,yes,2,0,6,1,2,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),4:39,18,0,3,15,0,16,4,0,3,1,3,8,12,8,yes,1,0,4,0,4,2,4,0
2nd (54),3:18,5,-2,7,7,29,0,3,5,3,1,0,10,18,4,no,13,6,0,1,2,2,3,0
3rd (49),4:49,3,-4,2,10,19,1,0,18,3,0,1,16,10,4,no,12,4,1,3,2,1,3,1
4th (45),4:53,5,-5,2,3,7,33,0,0,3,2,5,14,8,6,no,14,1,8,0,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:43,0,-3,2,3,0,64,0,0,3,0,6,7,12,1,no,9,0,10,0,1,1,2,2
2nd (61),3:40,16,0,2,5,15,0,0,23,3,0,3,11,12,8,no,10,3,0,2,4,3,2,1
3rd (55),2:56,8,-2,2,3,31,0,4,9,3,2,2,12,9,3,no,14,7,0,1,2,2,4,0
4th (47),5:06,5,-2,3,15,13,0,3,10,3,0,0,12,9,4,yes,1,3,0,2,2,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),2:51,8,-2,3,7,22,0,0,19,3,1,1,8,14,4,no,13,4,0,3,2,0,5,0
2nd (52),4:10,11,0,6,7,21,0,7,0,2,0,2,18,12,10,no,11,5,0,0,4,3,4,0
3rd (52),5:45,0,-5,5,3,5,38,3,3,3,1,4,10,8,0,no,9,1,7,1,0,3,1,3
4th (50),4:28,9,-1,6,5,9,16,0,6,2,0,2,12,14,4,no,12,2,3,2,3,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),7:03,17,0,5,3,11,0,6,19,3,0,2,8,20,9,no,14,3,0,3,5,1,6,0
2nd (49),3:07,5,-1,6,7,28,0,4,0,3,2,2,6,8,5,no,13,5,0,0,2,4,2,0
3rd (49),4:28,0,-3,2,10,4,31,0,5,3,0,3,18,10,5,no,12,1,6,2,2,0,2,2
4th (38),3:30,1,-3,2,5,12,1,3,17,3,1,1,10,4,2,no,10,3,1,1,2,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:57,0,-5,1,2,4,64,0,0,1,4,7,12,0,0,no,14,1,10,1,0,0,1,1
2nd (60),5:52,17,-1,5,7,17,0,3,12,2,0,2,18,13,7,no,11,4,0,2,3,3,2,2
3rd (55),2:41,10,-2,8,7,9,0,6,17,3,0,0,0,18,2,no,13,2,0,3,2,3,4,1
4th (53),3:07,8,-3,4,20,20,0,4,0,4,0,1,13,12,5,no,8,3,0,0,2,5,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:27,16,-1,2,10,14,0,0,16,3,0,2,7,10,9,yes,4,3,0,2,3,2,5,0
2nd (54),5:13,10,-2,7,7,25,0,0,7,3,0,0,4,13,5,no,13,5,0,1,3,2,3,1
3rd (52),4:29,0,-5,4,10,10,26,7,0,3,0,3,10,5,0,no,12,2,6,0,0,2,3,2
4th (46),5:24,9,-3,4,3,5,10,13,5,3,0,2,13,6,6,no,9,1,2,1,3,6,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),4:03,17,0,2,3,6,16,4,11,2,1,2,12,10,6,yes,4,1,4,2,2,1,3,2
2nd (53),2:05,17,0,7,7,15,0,6,1,3,1,0,3,8,7,no,13,3,0,1,4,3,3,0
3rd (47),3:23,0,-4,3,3,7,31,0,7,3,0,2,9,11,1,no,9,1,5,2,1,3,4,1
4th (45),2:27,0,-6,3,5,25,0,6,12,3,1,4,9,4,0,no,10,5,0,1,0,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),3:41,9,-2,9,5,23,0,11,7,3,0,2,4,17,3,no,10,5,0,0,2,4,4,0
2nd (58),3:18,0,-6,0,2,8,36,4,14,1,1,5,16,4,0,no,14,1,8,2,0,2,2,2
3rd (51),5:08,11,-1,1,3,9,10,0,18,3,0,0,9,2,8,no,9,2,2,2,4,2,2,3
4th (50),4:44,14,-1,3,7,16,0,4,7,3,0,2,2,8,9,no,13,4,0,1,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:20,13,-1,6,7,28,0,5,0,2,1,1,18,4,7,no,11,5,0,0,2,5,3,0
2nd (53),5:36,7,-2,5,3,10,9,3,18,3,0,1,8,16,5,no,9,2,2,3,3,2,3,2
3rd (50),4:55,13,-3,5,2,11,4,4,14,1,0,3,6,14,8,no,12,3,2,2,3,3,4,0
4th (43),4:12,1,-4,2,3,0,33,0,8,3,1,3,10,8,4,no,14,0,8,1,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:19,12,-2,4,10,22,0,11,0,3,0,3,22,4,6,no,12,4,0,0,3,7,1,0
2nd (54),3:38,5,-5,1,3,12,31,0,7,2,0,5,12,6,5,no,14,3,7,1,2,1,3,1
3rd (49),4:11,7,-3,6,7,9,1,5,17,2,1,1,10,14,4,no,11,2,0,4,1,1,5,2
4th (46),4:49,12,-2,8,5,10,1,0,12,3,0,0,6,26,8,no,10,2,1,1,4,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:09,18,0,6,7,22,0,0,7,3,0,1,0,18,9,no,13,4,0,1,5,1,3,1
2nd (54),4:56,15,-1,4,10,19,4,3,0,3,0,1,16,6,7,no,12,4,2,0,3,2,3,1
3rd (52),6:31,0,-6,2,3,6,38,0,9,3,1,4,12,8,3,no,14,1,7,2,1,2,4,0
4th (42),2:36,3,-5,8,7,3,0,10,16,2,2,1,12,8,4,no,11,1,0,2,1,5,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),5:21,0,-6,2,3,15,47,0,0,3,1,4,10,12,0,no,14,3,8,1,0,3,2,0
2nd (58),3:15,9,-2,8,10,17,0,4,12,3,0,0,16,11,6,no,12,3,0,2,3,2,4,1
3rd (55),5:38,16,-1,3,20,5,0,4,8,4,0,0,10,10,8,no,8,2,0,1,4,2,5,0
4th (54),5:17,10,-2,5,3,16,0,9,13,1,0,0,6,9,4,no,11,3,0,2,2,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:36,9,-2,3,3,10,36,0,8,2,1,5,12,13,3,no,14,2,8,1,2,1,2,1
2nd (53),4:29,8,-2,7,7,14,0,4,15,2,0,0,14,16,8,no,11,3,0,2,3,2,4,2
3rd (45),2:45,0,-6,4,20,14,0,13,0,4,0,3,7,4,2,no,8,4,0,0,1,5,2,2
4th (44),3:39,15,0,4,5,16,0,0,4,3,2,1,8,8,10,no,10,3,0,0,5,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:14,10,-2,3,20,20,0,8,0,4,1,4,10,4,4,no,8,5,0,0,3,4,1,0
2nd (54),3:33,0,-6,3,3,6,48,0,0,2,1,4,4,9,3,no,14,1,8,1,1,0,4,2
3rd (50),3:18,10,-2,4,7,15,0,0,16,3,1,0,16,10,8,no,13,4,0,2,4,2,2,0
4th (48),3:22,16,-2,7,7,7,0,5,8,2,1,2,10,17,9,no,11,1,0,2,3,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),3:52,1,-5,11,15,18,0,9,6,3,0,0,4,28,1,yes,1,4,0,1,1,3,3,3
2nd (51),5:47,18,0,1,3,3,13,0,13,3,1,1,18,10,7,no,14,1,4,2,4,1,4,1
3rd (50),5:49,8,-4,7,10,21,1,7,0,3,1,1,20,4,5,no,12,4,1,0,2,4,2,1
4th (48),5:14,9,-3,3,10,15,0,4,10,3,1,0,10,10,6,yes,3,3,0,2,3,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),2:38,0,-5,11,3,11,16,12,13,3,0,0,6,22,0,no,9,3,3,2,0,3,4,3
2nd (61),3:46,8,-3,1,0,0,48,0,7,1,0,4,14,8,5,no,13,0,8,2,2,2,2,1
3rd (56),4:45,9,-3,1,20,29,0,0,0,4,0,1,8,11,6,no,8,6,0,0,3,2,3,0
4th (55),4:49,18,0,1,7,12,0,3,14,2,1,0,13,0,8,no,11,2,0,2,3,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),3:52,1,-4,2,3,8,43,0,9,2,0,4,8,14,1,no,14,2,9,1,1,2,3,0
2nd (61),4:41,11,-1,2,3,28,10,8,0,3,0,2,10,2,5,no,9,5,2,0,3,4,2,2
3rd (53),4:52,14,-1,6,7,13,0,8,6,3,0,1,0,4,9,no,13,3,0,1,4,2,5,0
4th (41),2:37,8,-4,3,20,6,0,0,8,4,0,0,8,6,8,no,8,2,0,1,3,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),5:04,0,-6,3,10,12,48,0,0,3,0,4,16,11,0,no,12,2,9,0,0,0,2,2
2nd (63),4:36,17,-1,6,7,24,0,7,3,3,0,1,7,10,6,no,13,5,0,1,3,4,2,0
3rd (60),4:18,12,-1,6,7,15,0,4,17,2,0,0,10,15,5,no,11,3,0,3,2,2,4,2
4th (44),5:12,2,-3,3,3,5,25,3,6,3,1,4,9,6,5,no,9,1,3,2,3,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:36,18,0,6,7,9,0,8,16,2,0,0,15,9,9,no,11,2,0,2,4,4,4,0
2nd (61),3:32,17,0,0,7,30,0,0,7,3,0,2,12,7,9,no,13,6,0,1,4,1,2,1
3rd (53),4:17,0,-6,8,3,0,48,0,0,2,0,3,4,21,0,no,14,0,8,1,0,3,4,2
4th (44),3:59,0,-5,5,10,15,0,3,16,3,0,1,12,6,7,no,12,3,0,2,3,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:49,0,-6,1,3,12,55,0,0,3,2,5,10,7,0,no,14,3,9,1,0,0,2,1
2nd (57),3:23,9,-3,8,10,15,0,3,15,3,1,1,11,12,3,no,12,3,0,2,2,2,4,1
3rd (55),4:06,18,0,6,5,12,0,2,12,3,2,1,9,18,10,no,10,2,0,1,5,2,2,1
4th (38),3:26,9,-3,5,3,17,0,2,5,2,3,2,14,7,6,no,9,3,0,1,3,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),6:01,9,-1,6,3,6,16,7,10,3,1,2,16,10,3,no,9,1,3,2,2,3,3,2
2nd (56),3:25,13,0,4,5,9,0,0,25,3,0,3,8,16,9,no,10,2,0,3,4,3,2,1
3rd (53),3:09,3,-5,0,3,19,31,2,0,3,0,5,16,5,2,no,14,4,7,0,1,3,2,1
4th (49),2:59,6,-3,8,10,24,0,4,0,3,0,3,5,14,7,no,12,5,0,0,3,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),5:29,18,0,5,10,14,5,3,12,3,0,2,15,9,6,no,12,3,3,1,3,3,2,0
2nd (60),9:34,18,0,4,3,21,0,8,6,2,0,1,9,6,4,no,14,5,0,1,3,4,4,1
3rd (50),3:47,0,-6,3,7,26,4,3,13,3,0,1,10,12,0,no,13,5,1,3,0,3,3,0
4th (48),4:44,0,-6,5,3,0,38,0,8,3,1,3,5,12,0,no,9,0,7,1,0,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),4:16,16,0,3,7,8,10,4,8,3,0,2,10,7,8,no,13,1,3,1,4,4,2,0
2nd (47),4:01,10,0,2,5,12,0,3,15,3,0,2,18,4,9,no,10,3,0,2,4,3,2,1
3rd (43),4:22,0,-3,9,7,15,4,11,0,2,0,0,2,14,3,no,11,3,1,1,1,2,5,3
4th (34),3:49,0,-3,3,3,20,0,0,11,1,1,0,9,14,6,no,9,4,0,2,3,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:58,17,0,4,5,15,0,4,14,3,1,1,11,5,6,no,10,3,0,1,3,4,3,0
2nd (58),2:42,18,0,4,7,8,0,4,17,2,2,0,12,4,6,no,11,2,0,2,3,3,4,0
3rd (46),4:57,0,-5,6,3,19,9,0,14,3,2,1,3,15,1,no,9,3,2,2,1,2,2,3
4th (44),3:30,0,-6,5,7,17,13,8,0,3,0,2,6,8,0,no,13,4,3,1,0,2,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),4:45,16,0,7,7,21,0,4,8,2,0,1,3,13,8,no,11,4,0,1,3,2,4,2
2nd (55),3:49,16,0,2,13,14,0,3,7,3,0,0,20,12,8,no,8,3,0,2,4,2,3,1
3rd (53),3:56,0,-4,2,5,0,43,0,7,2,1,5,12,4,1,no,12,0,9,1,1,2,1,1
4th (45),3:01,0,-4,8,3,18,4,8,8,3,0,2,13,19,3,no,9,4,0,2,2,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (74),3:55,18,0,6,7,17,0,8,18,2,0,1,8,6,4,no,11,4,0,2,2,4,4,0
2nd (55),4:04,17,0,4,10,11,0,5,8,3,1,1,8,4,5,yes,3,2,0,1,3,5,2,1
3rd (48),4:50,0,-6,6,3,3,18,6,18,3,2,1,6,14,0,no,9,1,3,3,0,1,4,3
4th (48),3:26,0,-5,0,0,22,31,0,0,2,0,4,4,2,1,no,13,4,7,0,1,0,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),5:49,4,-3,8,20,0,0,12,19,4,0,0,2,17,1,no,8,0,0,2,1,2,6,3
2nd (56),4:20,16,0,1,10,5,16,2,6,3,0,2,18,6,8,no,12,1,4,1,4,3,2,0
3rd (55),5:33,4,-3,4,10,32,0,3,5,3,1,1,10,14,1,yes,6,6,0,1,1,1,3,2
4th (45),5:02,10,-4,4,5,15,1,5,9,3,0,2,13,6,6,no,10,4,1,1,2,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (75),3:45,0,-5,4,3,5,55,6,7,3,0,5,4,8,0,no,9,1,9,1,0,1,2,3
2nd (66),4:38,8,-3,9,15,20,0,0,17,3,0,1,6,22,4,yes,1,4,0,2,2,3,3,1
3rd (53),3:57,13,-1,6,10,22,0,3,0,3,0,1,22,9,8,no,12,4,0,0,5,2,3,1
4th (50),3:45,14,-2,5,7,12,0,8,6,2,1,1,11,4,9,no,11,3,0,1,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),5:52,18,0,3,7,30,0,0,8,3,1,0,6,8,4,no,13,5,0,1,3,1,4,0
2nd (60),4:12,16,-1,5,10,7,0,5,18,3,1,0,10,14,7,yes,4,2,0,2,2,3,5,0
3rd (57),4:41,0,-5,4,20,13,0,4,21,4,0,1,10,12,0,no,8,3,0,3,0,3,3,2
4th (53),3:34,1,-5,1,2,4,50,0,0,1,2,8,12,4,3,no,12,1,10,0,2,0,0,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (51),2:52,10,-2,6,20,0,0,0,17,4,1,0,12,18,5,no,8,0,0,2,3,2,4,2
2nd (49),4:14,5,-4,7,3,4,26,8,0,3,1,5,16,14,4,no,9,1,5,0,2,5,1,1
3rd (48),4:47,4,-3,0,10,29,0,0,8,3,1,1,10,6,3,yes,3,6,0,1,2,0,2,3
4th (46),3:26,16,-2,6,7,3,0,4,12,2,2,2,8,8,9,no,11,1,0,2,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),3:12,0,-6,5,10,35,4,0,7,3,0,5,9,10,0,no,12,7,2,1,0,2,1,2
2nd (49),2:55,9,-2,7,15,8,0,6,6,3,1,1,6,12,6,yes,1,2,0,1,3,3,5,0
3rd (47),4:56,16,0,2,5,18,0,3,3,3,0,2,4,7,8,no,10,4,0,1,4,2,3,1
4th (47),3:47,9,-2,1,3,0,36,0,0,2,3,5,11,1,4,no,9,0,7,1,2,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:55,0,-3,2,3,11,55,0,0,2,1,6,4,6,0,no,14,3,9,1,0,1,2,1
2nd (62),3:15,12,0,8,7,21,0,6,8,3,0,1,2,20,7,no,13,4,0,1,4,3,3,0
3rd (52),4:30,9,-1,0,10,22,0,0,12,3,0,1,24,7,7,no,12,5,0,2,3,2,2,1
4th (38),3:32,0,-3,6,3,9,18,5,0,3,2,1,11,8,0,no,9,2,4,0,0,5,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),4:51,18,0,4,7,9,0,3,22,3,0,3,10,13,9,no,13,2,0,3,5,3,2,0
2nd (55),3:02,14,-1,7,5,24,0,3,3,3,0,0,13,16,7,no,10,4,0,0,3,3,3,2
3rd (50),3:55,0,-6,0,15,16,25,0,0,3,0,3,8,6,0,yes,1,3,6,0,0,1,4,1
4th (46),3:34,3,-4,4,10,0,18,3,12,3,0,2,21,17,6,no,12,0,4,3,3,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:40,0,-2,4,3,9,48,3,0,3,1,5,12,14,1,no,9,2,8,0,1,2,1,2
2nd (49),2:24,13,0,7,13,11,0,5,0,3,1,1,6,20,11,no,8,2,0,0,5,2,5,0
3rd (48),4:02,0,-2,5,10,26,0,0,9,3,1,3,12,12,1,no,12,6,0,2,1,1,3,1
4th (42),4:53,8,-1,3,10,8,0,8,6,3,1,2,20,4,8,yes,3,1,0,1,4,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),5:43,4,-3,4,10,14,16,3,15,3,0,6,14,10,3,no,12,3,4,2,2,3,1,0
2nd (57),3:00,16,0,5,13,13,0,4,6,3,0,0,18,20,8,no,8,2,0,1,4,2,4,2
3rd (52),3:21,10,-4,1,7,2,36,0,0,3,0,5,8,11,8,no,13,1,8,0,3,0,2,1
4th (48),3:40,4,-3,4,7,25,0,2,9,2,0,3,17,16,6,no,11,6,0,2,2,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:05,18,0,4,10,13,1,3,16,3,1,0,18,5,7,no,12,2,1,2,4,3,2,0
2nd (64),4:26,0,-3,6,3,23,25,6,4,3,0,5,6,19,0,no,9,5,5,1,0,1,2,3
3rd (59),3:05,8,-3,2,20,8,0,6,18,4,0,2,14,10,5,no,8,2,0,2,2,2,6,0
4th (38),3:25,5,-3,6,0,10,16,4,0,0,1,2,10,14,6,no,11,2,3,1,2,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (76),4:13,18,0,5,7,28,0,0,18,3,0,0,6,18,6,no,13,5,0,2,3,1,4,0
2nd (61),3:58,18,0,7,3,11,9,4,9,3,2,6,7,8,6,no,9,3,2,1,3,4,2,0
3rd (51),5:46,0,-6,6,10,10,1,8,22,3,0,0,14,7,2,no,12,2,1,3,1,2,5,1
4th (43),3:06,0,-6,0,13,5,31,0,0,3,1,4,12,6,0,no,8,1,7,0,0,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:31,11,-3,7,7,13,0,6,19,3,0,2,4,12,4,no,13,3,0,3,2,4,3,0
2nd (49),3:14,13,-1,2,3,8,13,3,8,3,2,1,10,6,7,no,9,1,3,1,4,3,2,1
3rd (44),3:21,1,-5,3,3,29,0,7,6,1,1,2,8,8,1,yes,4,6,0,1,1,3,3,2
4th (44),6:10,11,-3,1,0,4,31,0,0,0,1,5,10,6,9,no,12,1,6,1,4,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:56,13,-3,6,3,13,4,6,22,3,0,0,4,17,5,no,9,3,1,3,2,2,3,3
2nd (59),2:44,8,-2,10,7,17,0,11,8,3,0,0,4,12,3,no,13,4,0,1,2,4,4,0
3rd (58),6:46,5,-3,1,5,7,36,0,7,2,2,3,22,8,1,no,10,1,8,1,1,2,1,0
4th (51),5:04,10,-4,3,10,17,9,0,6,3,1,4,16,9,6,no,12,4,3,1,2,0,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:30,14,-1,3,10,15,9,0,10,3,0,5,14,10,6,no,12,3,3,2,3,0,3,1
2nd (59),5:13,11,-2,2,20,13,0,7,8,4,0,1,17,13,5,no,8,3,0,1,3,3,3,1
3rd (58),5:28,5,-5,6,3,0,38,6,5,3,3,5,6,8,3,no,9,0,7,1,1,1,2,3
4th (56),3:52,5,-3,8,5,28,0,5,8,2,0,3,7,13,2,no,10,5,0,1,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:06,13,-1,5,2,15,0,4,19,1,2,2,12,15,7,no,14,3,0,2,4,2,4,1
2nd (54),3:17,18,0,1,5,5,16,0,9,2,0,3,12,2,10,no,12,1,5,1,5,3,1,0
3rd (49),3:37,0,-6,1,20,13,1,4,16,4,0,0,9,8,2,no,8,2,1,2,1,3,4,1
4th (46),3:17,5,-5,11,7,23,0,5,0,2,1,2,8,16,8,no,11,6,0,0,2,2,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:33,0,-5,3,3,0,55,2,0,3,1,7,4,7,3,no,9,0,9,0,1,2,2,2
2nd (57),2:46,17,0,3,7,21,0,0,9,2,3,1,16,9,8,no,11,4,0,1,3,0,4,1
3rd (53),3:46,9,-2,7,3,11,0,3,22,2,0,0,8,14,5,no,14,2,0,3,3,6,3,1
4th (52),3:32,8,-3,3,5,25,0,6,8,3,0,4,8,6,4,no,10,7,0,1,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:28,8,-2,5,10,22,0,4,17,3,0,1,14,14,5,no,12,4,0,2,2,1,4,2
2nd (57),3:22,1,-5,0,3,0,55,3,0,3,1,4,14,6,1,no,14,0,9,1,1,3,2,1
3rd (53),2:41,18,0,2,8,15,0,3,7,2,0,1,8,7,9,yes,1,3,0,1,5,2,3,2
4th (49),4:03,5,-3,8,5,15,0,4,15,3,0,2,7,16,8,no,10,4,0,1,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),4:42,12,-2,5,20,5,0,9,6,4,0,0,6,7,5,no,8,1,0,1,3,3,5,1
2nd (51),2:22,5,-3,12,5,20,0,6,6,3,1,0,4,17,2,no,10,3,0,0,2,3,3,3
3rd (41),5:10,13,-2,2,7,6,2,4,9,3,0,3,3,4,11,no,13,1,2,1,4,4,3,0
4th (37),2:55,5,-4,1,7,21,0,3,4,2,3,1,15,0,8,no,11,5,0,1,2,2,3,0
