Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
2,62,2:35,14,-1,1,5,35,0,0,8,2,0,4,18,14,9,no,12,8,0,1,4,0,3,0,383
3,56,3:23,11,-2,7,20,0,0,11,9,4,1,2,11,8,8,no,8,0,0,1,4,7,1,0,
4,53,3:21,10,-2,4,10,19,0,5,7,3,0,1,6,15,5,yes,3,3,0,1,3,2,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:44,9,-2,5,10,16,4,0,18,3,1,2,14,14,1,no,12,3,2,3,1,2,3,0,#61172371
2,57,2:19,0,-6,6,3,0,48,6,0,2,4,3,15,12,0,no,9,0,9,0,0,2,0,3,383
3,54,2:33,8,-3,5,20,19,0,5,0,4,0,1,10,10,6,no,8,3,0,0,3,3,5,0,
4,53,2:55,18,0,7,5,6,0,6,11,3,1,1,8,11,7,no,10,1,0,2,4,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,3:05,0,-6,1,3,0,64,6,0,3,0,5,14,7,0,no,9,0,9,1,0,3,2,2,#60467247
2,67,2:30,9,-2,7,7,37,0,0,9,3,0,2,8,16,3,no,13,7,0,1,2,2,3,0,383
3,62,3:19,16,0,4,5,0,0,3,34,3,1,1,11,10,10,no,10,0,0,3,5,1,2,3,
4,60,3:12,9,-2,3,15,22,0,4,9,3,1,3,9,9,4,yes,1,5,0,1,2,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:18,0,-6,0,7,21,16,3,14,3,0,2,13,5,0,no,13,4,4,2,0,3,1,1,#61642368
2,52,3:02,10,0,8,10,18,0,6,0,3,0,1,13,8,7,no,12,3,0,0,4,5,3,0,383
3,51,3:52,15,-1,9,7,9,0,7,5,2,0,0,6,20,12,no,11,2,0,1,4,1,7,1,
4,46,3:04,3,-3,1,3,4,38,0,0,2,1,3,15,14,7,no,14,1,7,1,3,1,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,7:55,18,0,4,7,6,0,4,14,2,1,1,9,2,10,no,11,1,0,2,4,4,4,0,#50505639
2,50,8:58,4,-3,5,5,29,0,0,10,3,2,1,9,10,4,no,10,6,0,0,2,2,3,0,383
3,48,6:29,8,-3,4,3,12,13,11,0,3,1,2,8,5,5,no,14,2,4,0,3,4,2,2,
4,43,4:57,5,-5,8,20,0,0,0,15,4,1,0,4,13,6,no,8,0,0,2,2,2,5,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,4:37,13,-1,6,10,14,9,0,20,3,0,3,12,19,3,no,12,3,3,2,2,0,4,1,#60281614
2,70,4:00,0,-6,3,3,3,64,3,0,3,1,6,20,11,0,no,9,1,10,0,0,2,1,2,383
3,64,4:16,18,0,3,7,15,0,0,21,2,0,0,12,9,7,no,11,3,0,3,3,2,5,0,
4,44,4:30,5,-5,3,20,21,0,0,0,4,0,1,8,13,6,no,8,4,0,0,2,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:30,10,-2,2,7,18,0,5,23,2,0,1,16,12,4,no,11,4,0,3,2,1,5,1,#55487614
2,57,5:39,0,-6,6,10,4,43,0,0,3,0,5,17,10,0,no,12,1,8,1,0,3,1,1,383
3,51,3:48,9,-1,4,7,28,4,0,0,3,0,0,10,17,8,no,13,5,2,0,4,1,3,0,
4,41,3:34,13,-1,8,3,10,0,8,0,2,3,2,12,16,11,no,9,3,0,0,5,5,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:54,13,-3,2,3,11,31,0,0,1,1,6,5,8,5,no,8,3,7,0,2,1,2,1,#58708055
2,55,3:27,16,-1,8,7,6,0,7,12,2,0,0,10,16,8,no,11,1,0,2,3,4,5,1,382
3,52,3:32,5,-3,2,7,29,0,0,12,3,1,3,16,8,4,no,13,6,0,2,3,1,2,0,
4,44,3:21,1,-4,7,3,17,13,7,0,3,3,3,8,7,1,no,9,4,3,0,1,4,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:46,14,-2,5,7,18,0,0,17,3,0,1,6,17,9,no,13,4,0,2,4,2,3,0,#61481061
2,52,4:13,0,-5,1,3,5,43,5,0,2,1,4,16,7,0,no,14,1,9,0,0,3,3,1,382
3,51,3:11,10,-2,6,3,8,1,8,17,3,1,0,16,12,5,no,9,1,0,3,3,5,3,1,
4,50,3:23,11,-2,6,10,20,1,4,0,3,0,4,8,10,7,no,12,4,1,0,3,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:08,13,-1,1,7,33,0,2,3,3,0,1,10,4,5,no,13,6,0,1,3,2,3,0,#63349015
2,57,2:16,0,-5,8,20,8,0,10,16,4,1,0,8,15,0,no,8,2,0,2,0,3,3,3,382
3,57,2:17,5,-2,0,2,4,48,0,0,1,0,6,12,6,8,no,14,1,9,0,3,2,3,0,
4,53,3:12,8,0,7,10,11,1,4,12,3,0,1,11,16,8,no,12,2,1,2,3,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:44,0,-4,0,3,6,55,0,8,3,1,4,6,4,1,no,14,1,9,2,1,0,2,2,#51840059
2,54,2:05,10,0,6,5,4,0,0,29,3,0,1,8,23,9,no,10,1,0,3,4,2,3,2,382
3,54,3:57,8,-1,4,10,15,10,3,5,3,0,2,20,7,6,no,12,2,3,1,3,3,3,0,
4,51,3:07,8,-1,4,8,26,0,6,0,2,0,5,7,7,6,yes,1,7,0,0,3,5,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,2:58,0,-6,1,3,0,76,0,0,3,0,7,10,7,0,no,9,0,11,0,0,1,2,2,#50679886
2,60,2:25,9,-1,5,7,17,0,4,19,2,0,2,8,11,6,no,11,4,0,3,2,3,4,0,382
3,57,3:15,12,0,6,7,15,0,3,14,3,0,0,9,7,6,no,13,3,0,2,4,4,2,0,
4,57,3:27,9,-3,4,5,19,10,9,4,3,0,1,6,8,1,no,10,3,2,1,1,2,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:12,16,0,5,7,10,0,4,16,2,1,1,14,17,9,no,11,2,0,2,3,2,4,2,#50507031
2,53,5:17,3,-3,5,15,19,0,7,7,3,0,1,12,6,3,yes,1,4,0,1,2,4,3,1,382
3,49,6:56,0,-3,8,10,0,25,3,6,3,0,4,9,11,4,no,12,0,4,2,2,4,3,0,
4,42,5:15,10,-1,3,5,19,0,0,6,3,1,0,3,4,7,no,10,4,0,0,3,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,5:09,8,-2,7,7,16,0,5,13,2,0,2,8,16,6,no,11,3,0,2,2,2,5,2,#58651689
2,53,4:10,16,0,6,3,8,10,4,6,3,0,3,11,12,10,no,14,1,3,1,5,4,3,1,381
3,52,3:29,0,-3,5,3,14,25,3,5,3,3,3,9,12,1,no,9,3,4,1,1,2,3,0,
4,51,4:10,5,-2,3,10,13,10,3,9,3,0,2,16,4,7,no,12,3,3,1,3,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:15,8,-2,3,3,32,0,6,7,3,0,1,10,15,3,no,14,6,0,1,2,2,6,1,#57048102
2,54,3:26,5,-5,5,7,24,0,3,15,3,1,1,6,11,3,no,13,6,0,2,1,1,4,0,381
3,54,3:41,4,-3,1,5,0,38,0,9,3,2,3,12,10,1,no,10,0,7,1,1,1,2,1,
4,52,2:52,17,0,5,3,5,9,6,7,3,1,3,14,6,8,no,9,1,2,1,4,6,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:43,18,0,7,10,5,0,4,17,3,0,3,10,14,9,no,12,1,0,2,5,3,4,0,#49244886
2,61,6:33,9,-3,7,7,28,0,7,6,3,1,1,8,8,1,no,13,6,0,1,1,4,2,0,381
3,56,3:35,9,-3,7,5,13,0,6,19,3,0,0,6,20,5,no,10,2,0,2,3,2,3,3,
4,56,3:51,0,-6,0,3,5,48,0,6,3,2,3,18,0,0,no,14,2,9,1,0,2,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,3:09,0,-2,8,0,18,0,13,13,0,0,2,6,11,3,no,10,4,0,2,2,5,2,3,#61594904
2,47,3:01,10,0,1,2,19,9,0,6,1,1,2,10,10,9,no,14,3,3,1,4,0,4,2,381
3,46,4:02,10,0,2,3,15,13,3,0,3,1,2,16,2,9,no,9,3,3,0,4,4,2,1,
4,38,2:14,0,-2,7,7,0,9,4,13,3,1,1,6,15,6,no,13,0,2,3,3,2,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:22,18,0,2,20,5,0,8,10,4,1,0,21,2,7,no,8,1,0,1,4,4,3,0,#61489856
2,62,6:26,0,-6,2,2,9,55,0,0,1,2,6,12,4,0,no,14,2,9,1,0,3,0,1,381
3,55,4:28,9,-3,7,10,18,1,5,8,3,0,1,6,23,4,yes,2,4,0,1,2,1,5,2,
4,47,5:10,9,-3,5,7,15,10,4,0,3,1,0,0,10,6,no,13,2,3,0,3,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,2:34,0,-6,1,3,9,64,0,0,2,0,5,6,9,0,no,14,2,10,1,0,1,2,2,#60457380
2,62,3:12,12,-1,4,10,27,0,3,7,3,1,2,11,14,5,yes,3,5,0,1,3,3,2,0,381
3,49,3:41,18,0,2,3,23,1,2,0,1,2,4,20,4,10,no,11,5,1,0,4,3,2,0,
4,42,3:22,5,-4,10,5,0,10,5,11,2,0,1,12,22,7,no,12,0,3,2,3,3,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:13,0,-6,1,3,4,64,2,0,3,1,6,14,12,0,no,9,1,9,1,0,2,2,1,#60420212
2,57,4:07,12,-2,4,3,8,10,4,18,2,1,0,12,18,5,no,14,1,3,3,3,1,4,2,381
3,55,3:51,12,-2,8,7,24,0,0,6,3,1,2,4,22,5,no,13,5,0,1,3,1,3,1,
4,46,2:59,12,-2,2,10,14,0,3,7,3,0,1,26,4,11,no,12,3,0,1,5,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:31,16,-2,6,7,10,1,3,17,3,1,0,8,10,7,no,13,2,1,2,3,2,3,1,#59827970
2,55,3:06,6,-2,4,20,14,0,5,8,4,0,3,3,10,4,no,8,3,0,1,2,5,3,0,381
3,52,3:28,9,-2,2,0,31,1,4,7,0,1,3,8,8,6,no,14,7,1,1,3,1,4,0,
4,49,4:01,0,-3,2,3,5,34,8,0,3,1,2,10,1,1,no,9,1,6,0,1,3,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:06,0,-6,7,10,27,0,7,11,3,0,1,18,16,0,no,12,5,0,2,0,4,3,1,#62369940
2,56,3:41,12,-1,2,7,13,13,0,10,3,1,1,20,14,6,no,13,3,4,1,3,1,2,0,381
3,53,4:05,18,0,9,7,5,1,6,7,2,2,1,12,20,8,no,11,1,1,1,3,3,4,1,
4,43,6:08,5,-4,8,20,10,0,4,0,4,2,0,16,16,7,no,8,2,0,0,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:46,0,-5,6,3,3,55,3,5,3,0,5,12,19,0,no,9,1,9,1,0,2,2,2,#64161914
2,58,4:24,18,0,4,10,18,0,3,5,3,0,2,9,6,7,no,12,3,0,1,4,3,3,1,381
3,57,4:23,8,-3,4,5,11,0,5,27,3,0,0,17,15,5,no,10,3,0,3,2,2,5,0,
4,49,3:44,9,-3,1,20,22,0,0,0,4,1,2,8,6,6,no,8,4,0,0,3,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:51,11,-2,7,3,5,26,0,8,3,3,3,16,20,4,no,9,1,5,1,2,1,3,2,#55623814
2,57,3:03,17,0,5,7,14,0,6,8,3,1,1,8,2,8,no,13,3,0,1,4,3,3,0,381
3,56,3:34,3,-3,2,3,16,31,4,0,1,0,4,13,12,2,no,11,3,6,1,1,2,2,2,
4,53,3:20,3,-5,6,20,17,0,6,6,4,0,3,9,12,2,no,8,3,0,1,1,6,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:19,0,-5,5,3,10,48,5,0,2,1,8,4,6,0,no,14,2,9,0,0,2,3,1,#50510884
2,64,5:04,18,0,3,5,11,0,4,23,2,0,0,14,11,6,no,10,2,0,3,4,3,2,2,381
3,54,3:31,9,-3,10,7,11,0,5,15,2,1,0,9,13,5,no,11,2,0,2,2,5,4,0,
4,50,3:21,8,-3,1,15,26,0,3,0,3,1,4,8,5,5,yes,1,7,0,0,2,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,2:38,18,0,7,5,15,0,5,22,3,0,3,10,12,7,no,10,3,0,2,4,5,1,0,#65241195
2,49,4:11,9,-3,8,3,0,10,9,13,3,0,1,8,12,6,no,9,0,2,2,3,3,4,3,380
3,43,3:39,8,-4,1,3,6,21,0,8,2,2,5,6,2,5,no,14,1,6,1,2,2,3,1,
4,37,3:19,1,-5,1,0,33,1,0,6,2,1,2,6,4,4,no,13,7,1,1,2,0,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:41,3,-3,8,10,0,43,0,0,3,0,5,10,22,2,no,12,0,9,0,1,1,2,2,#63561741
2,57,2:53,5,-4,1,20,21,0,0,14,4,0,1,17,10,3,no,8,4,0,2,1,3,4,0,380
3,56,2:43,18,0,9,7,11,0,9,2,2,0,1,8,12,9,no,11,2,0,1,4,4,5,0,
4,42,2:28,6,-3,1,5,8,0,3,22,3,1,0,17,8,8,no,10,2,0,3,4,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:35,18,0,4,7,14,0,4,13,2,0,0,10,7,9,no,11,2,0,2,4,3,3,2,#59471478
2,58,4:19,0,-6,5,3,0,43,0,13,2,0,5,2,18,0,no,14,0,9,2,0,0,5,2,380
3,56,3:00,12,-1,2,7,24,0,3,9,3,1,2,12,4,5,no,13,5,0,1,3,2,3,0,
4,35,2:22,5,-4,4,8,14,0,8,0,2,2,3,9,4,7,no,8,4,0,0,3,6,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:18,13,-3,10,20,5,0,5,10,4,0,2,4,14,5,no,8,1,0,1,2,5,5,0,#49638129
2,55,3:37,8,-2,5,5,15,0,0,24,3,1,0,7,10,4,no,10,2,0,2,3,2,3,2,380
3,53,3:46,13,-3,4,10,24,5,0,0,3,0,4,14,13,8,no,12,5,3,0,3,1,3,0,
4,53,4:30,2,-4,3,3,3,31,9,6,3,2,1,20,8,1,no,9,1,6,1,1,2,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:02,10,-2,7,7,22,0,3,12,2,0,3,8,12,6,no,11,4,0,2,2,5,3,0,#61606385
2,56,5:14,5,-2,1,5,3,38,0,6,3,1,4,11,5,4,no,10,1,8,0,2,1,1,1,380
3,52,2:26,16,-1,3,7,15,1,3,8,3,1,1,10,8,11,no,13,3,1,1,5,1,3,0,
4,49,3:42,0,-4,8,3,18,0,14,10,2,0,2,7,11,1,no,9,4,0,2,1,5,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:26,13,-1,6,7,26,0,3,4,2,2,2,12,14,5,no,11,5,0,1,2,3,3,0,#61595554
2,57,2:48,9,-1,2,3,0,31,0,13,2,1,2,16,14,6,no,9,0,7,2,3,2,2,1,380
3,55,3:32,0,-6,5,10,19,16,4,7,3,0,3,14,14,0,no,12,3,5,1,0,1,4,1,
4,39,2:46,10,-2,8,13,5,0,3,2,3,2,1,14,14,9,no,8,1,0,1,4,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,2:54,18,0,6,5,29,0,4,5,2,0,3,6,12,6,no,10,5,0,1,4,4,2,0,#61533817
2,53,4:34,5,-3,2,10,9,16,0,14,3,0,3,12,12,4,yes,2,2,3,2,2,2,3,1,380
3,50,3:47,8,-4,8,10,0,25,3,0,3,1,6,6,4,5,no,12,0,7,0,2,2,2,1,
4,48,5:38,1,-3,3,20,17,0,4,6,4,0,1,10,6,1,no,8,4,0,1,1,3,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:14,12,-1,4,3,13,10,4,16,2,1,1,16,20,5,no,14,3,3,2,3,1,3,2,#60504562
2,57,5:41,0,-4,0,3,8,34,0,16,3,2,2,26,12,1,no,9,1,5,3,1,1,3,2,380
3,55,4:21,12,-1,5,5,21,0,3,10,3,0,2,4,17,6,no,10,5,0,1,3,1,3,2,
4,50,5:40,10,-4,6,20,8,0,10,0,4,0,4,11,8,11,no,8,2,0,0,4,6,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,3:34,0,-5,4,3,7,55,4,0,3,0,5,9,13,0,no,14,2,9,1,0,3,1,2,#63346933
2,60,3:34,9,-1,0,3,14,10,5,20,3,0,1,20,4,4,no,9,2,2,3,3,5,2,0,380
3,49,2:58,13,-2,2,5,27,0,0,4,3,2,4,10,8,8,no,10,7,0,0,3,1,2,0,
4,48,2:50,9,-1,10,7,10,0,7,6,3,1,1,3,17,7,no,13,2,0,1,4,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,4:56,12,-1,2,3,7,38,0,6,2,1,4,14,8,3,no,14,1,8,1,2,1,3,1,#55876403
2,59,4:35,17,0,5,5,8,0,4,20,3,0,2,7,9,8,no,10,1,0,2,4,4,3,1,380
3,54,5:28,5,-3,5,15,14,0,3,15,3,0,1,7,13,4,yes,1,3,0,2,2,3,4,1,
4,43,4:30,0,-6,2,3,21,18,0,5,3,3,4,10,8,0,no,9,5,4,1,0,0,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:32,11,-1,2,3,14,16,5,15,2,1,3,12,10,3,no,14,3,4,2,2,1,5,0,#51840555
2,49,2:56,0,-5,7,3,0,31,13,0,3,0,3,8,14,1,no,9,0,6,0,1,4,3,3,380
3,49,2:57,18,0,4,7,15,0,5,0,2,2,1,14,4,10,no,11,3,0,0,4,2,5,0,
4,46,4:09,5,-4,5,7,20,0,0,13,3,0,0,6,12,7,no,13,4,0,2,3,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:49,11,-1,4,7,6,0,6,31,2,0,0,12,12,6,no,11,2,0,4,2,1,6,1,#51339625
2,42,4:00,5,-1,2,3,26,2,5,0,3,1,3,20,9,9,no,14,5,2,0,4,5,0,1,380
3,40,4:39,0,-4,5,15,11,13,0,0,3,1,2,4,10,1,yes,1,2,4,0,1,2,3,2,
4,34,3:21,8,0,6,5,6,2,7,0,2,1,2,7,12,9,no,10,1,2,0,4,3,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:14,18,0,4,7,20,0,4,11,3,0,1,0,9,7,no,13,4,0,1,4,2,4,0,#60760784
2,61,5:47,17,0,5,7,24,0,0,8,2,1,0,16,17,8,no,11,5,0,1,3,1,4,1,380
3,59,4:05,0,-5,3,10,4,38,0,9,3,0,5,12,10,1,no,12,1,7,2,1,0,3,1,
4,40,4:22,0,-6,4,5,0,21,8,8,3,0,5,14,6,5,no,10,0,6,0,2,5,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:56,18,0,4,7,16,0,0,17,3,1,0,4,14,7,no,13,3,0,3,4,0,3,1,#51813182
2,57,3:23,13,-3,7,20,5,0,10,5,4,1,2,12,7,5,no,8,1,0,1,2,6,3,0,380
3,54,4:28,1,-5,1,3,9,43,2,0,2,1,5,8,6,1,no,14,2,9,0,1,2,2,1,
4,50,4:50,4,-4,7,10,10,9,3,11,3,0,4,13,10,3,no,12,2,3,2,2,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:10,18,0,8,7,3,0,7,27,3,0,0,2,8,5,no,13,1,0,3,3,4,4,0,#61587532
2,61,2:28,0,-6,1,10,31,25,0,0,3,0,5,16,7,0,no,12,7,4,1,0,1,1,1,379
3,53,5:09,0,-6,4,3,6,31,6,9,3,0,2,2,10,0,no,14,1,7,1,0,1,6,2,
4,45,3:02,18,0,1,3,11,4,0,8,3,1,2,15,10,7,no,9,3,1,1,4,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:09,18,0,6,5,10,0,3,24,3,1,1,13,14,6,no,10,2,0,2,4,3,3,0,#58532392
2,62,2:19,0,-5,4,2,0,55,0,6,1,1,5,4,15,0,no,14,0,10,1,0,0,4,2,379
3,57,2:22,8,0,3,20,11,0,9,6,4,0,1,9,0,5,no,8,3,0,1,2,5,3,0,
4,41,2:36,0,-3,0,7,30,1,0,6,3,0,2,10,7,5,no,13,7,1,1,2,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:12,18,0,3,7,17,0,2,16,3,0,0,8,13,9,no,13,3,0,2,5,2,2,1,#53582310
2,61,3:12,17,0,6,7,4,0,8,19,2,1,0,9,2,5,no,11,1,0,2,2,4,6,0,379
3,48,3:21,0,-6,2,20,23,0,3,6,4,0,1,13,11,0,no,8,5,0,1,0,3,3,2,
4,47,3:08,0,-5,1,3,15,33,0,0,3,0,3,2,6,1,no,14,3,8,0,1,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:32,18,0,2,7,11,0,0,23,2,1,1,12,8,9,no,11,2,0,3,4,3,2,1,#50545753
2,57,3:29,0,-4,4,10,20,16,0,11,3,0,5,16,10,2,no,12,5,4,2,1,1,2,0,379
3,50,3:42,5,-3,3,3,12,26,4,0,2,0,3,12,12,5,no,14,3,5,1,2,2,3,2,
4,47,4:47,9,-3,6,7,20,4,4,0,3,1,0,4,14,6,no,13,4,2,0,3,1,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:42,0,-6,2,0,4,64,0,0,0,0,6,6,7,0,no,12,1,10,1,0,1,3,2,#55771793
2,61,2:47,8,-3,4,7,8,0,4,33,3,0,1,8,17,8,no,13,2,0,4,4,1,4,0,379
3,57,2:32,17,0,4,7,17,0,5,7,2,0,2,14,2,10,no,11,3,0,1,4,5,3,0,
4,54,2:33,10,-2,4,15,22,0,5,0,3,0,3,10,12,5,yes,1,4,0,0,3,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:29,9,-3,6,3,8,26,4,7,2,0,3,5,19,3,no,14,1,6,1,2,3,4,1,#51839750
2,53,4:38,0,-6,6,3,13,26,11,0,3,1,4,12,11,0,no,9,3,5,0,0,4,2,2,379
3,51,4:39,12,-2,2,7,26,1,0,5,3,1,3,6,9,8,no,13,5,1,1,4,1,2,0,
4,41,5:42,15,-1,0,13,8,0,0,6,3,1,0,16,0,10,no,8,2,0,1,5,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:42,8,-3,7,7,16,0,4,22,2,0,2,16,16,7,no,11,3,0,3,2,2,4,2,#51557274
2,60,3:04,18,0,5,5,19,0,0,13,3,0,1,15,16,9,no,10,4,0,1,5,2,2,1,379
3,58,1:52,4,-3,6,20,10,0,13,8,4,0,2,8,9,1,no,8,2,0,1,1,6,3,1,
4,57,2:26,5,-5,0,3,7,47,0,0,3,0,5,9,7,3,no,9,2,8,0,1,2,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:22,17,-1,4,3,12,4,6,19,3,0,0,12,12,6,no,9,2,1,3,3,2,3,3,#48252718
2,58,4:13,17,-1,5,7,18,0,4,8,2,0,1,10,3,9,no,11,4,0,1,3,4,2,2,379
3,55,4:42,0,-6,5,13,22,16,5,0,3,0,4,7,18,0,no,8,4,3,1,0,2,5,0,
4,46,4:22,2,-4,4,7,3,31,3,0,3,0,3,8,4,2,no,13,1,7,0,2,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:55,0,-4,2,3,5,48,3,0,3,1,5,8,2,6,no,9,1,8,0,2,1,2,2,#48159559
2,53,4:06,8,-1,6,3,18,0,3,16,3,0,1,9,17,6,no,14,4,0,2,4,3,3,2,379
3,52,4:04,8,-1,2,7,20,0,4,12,3,0,4,10,2,6,no,13,5,0,2,3,4,1,0,
4,48,4:45,10,-4,9,10,18,0,5,0,3,1,0,11,17,8,no,12,3,0,0,3,3,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:27,0,-4,6,7,11,34,0,0,3,1,3,6,12,1,no,13,2,6,1,1,2,2,0,#59070947
2,53,4:43,8,-1,9,10,4,0,7,16,3,1,1,18,12,3,no,12,1,0,3,2,4,4,0,379
3,50,3:35,11,-1,4,3,26,0,7,0,1,0,1,6,10,9,no,11,5,0,0,4,4,3,1,
4,38,4:27,10,-1,1,3,15,4,0,6,3,0,0,16,12,12,no,9,3,1,1,5,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:46,9,-1,4,10,25,0,0,7,3,0,0,20,11,4,no,12,6,0,2,2,2,2,1,#58519569
2,52,4:42,0,-6,6,3,19,13,7,10,3,2,2,12,12,0,no,9,3,3,2,0,3,4,1,378
3,51,3:22,17,0,2,7,0,16,3,6,3,1,4,8,8,8,no,13,0,4,1,4,1,3,1,
4,47,4:37,5,-2,7,10,13,0,5,9,3,1,1,7,16,7,yes,3,3,0,1,3,5,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,4:50,0,-6,3,3,0,64,4,0,3,1,5,17,4,0,no,9,0,10,0,0,4,1,1,#58651476
2,59,3:10,9,-2,9,7,22,0,4,10,2,0,1,8,25,6,no,11,5,0,1,2,2,4,2,378
3,57,3:30,11,-2,7,10,12,0,3,16,3,1,0,24,8,8,no,12,2,0,2,4,2,4,0,
4,56,2:55,15,-1,5,3,22,0,4,8,2,0,1,4,16,10,no,14,5,0,1,5,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:01,18,0,4,7,9,0,7,18,2,0,1,12,2,7,no,11,2,0,2,3,3,5,1,#55624140
2,61,3:21,14,0,0,3,21,16,2,5,3,0,4,14,13,6,no,9,5,3,1,3,2,2,1,378
3,54,2:42,0,-4,6,20,14,0,9,9,4,0,3,4,10,3,no,8,3,0,1,2,5,3,0,
4,52,3:58,0,-6,6,5,4,43,0,0,2,0,5,11,16,2,no,12,1,9,0,1,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:55,17,0,5,10,22,9,3,0,3,0,4,12,8,6,no,12,4,3,0,3,2,3,0,#62672978
2,62,3:46,17,0,4,3,6,18,6,8,1,0,3,10,0,4,no,11,1,5,1,2,6,2,0,378
3,45,3:07,0,-4,4,3,18,10,0,14,3,1,1,4,14,1,no,9,4,1,3,1,1,4,2,
4,43,4:48,0,-6,5,3,9,13,4,15,3,2,2,4,8,2,no,14,2,4,2,1,1,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:49,12,-1,4,7,19,0,0,16,2,0,1,14,4,8,no,11,4,0,2,3,3,3,1,#61622102
2,55,4:31,10,-1,5,3,0,36,2,0,3,1,3,6,8,9,no,9,0,4,1,4,2,3,2,378
3,51,2:23,1,-2,3,10,22,0,0,17,3,0,1,6,5,3,no,12,4,0,2,2,0,6,1,
4,43,3:31,5,-4,3,3,0,31,0,5,2,0,4,3,12,6,no,14,0,7,1,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
